,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
123,LeÃ¯Â¿Â½,MarÃ¯Â¿Â½Ã¯Â¿Â½lia Mendo,1.0,2022.0,12.0,9.0,993.0,4.0,267789608.0,30.0,84.0,88.0,1.0,28.0,130.0,F#,Major,74.0,79.0,87.0,45.0,0.0,30.0,3.0
124,Something in the Orange,Zach Bryan,1.0,2022.0,4.0,22.0,3282.0,12.0,449701773.0,67.0,84.0,46.0,16.0,117.0,110.0,G,Major,59.0,22.0,38.0,42.0,0.0,12.0,3.0
125,VOID,Melanie Martinez,1.0,2023.0,3.0,29.0,596.0,0.0,67070410.0,29.0,9.0,12.0,0.0,52.0,100.0,A,Major,72.0,42.0,66.0,18.0,4.0,19.0,4.0
126,If We Ever Broke Up,Mae Stephens,1.0,2023.0,2.0,10.0,2040.0,4.0,165584767.0,81.0,27.0,66.0,9.0,444.0,116.0,G,Major,90.0,96.0,73.0,62.0,0.0,9.0,4.0
127,You Proof,Morgan Wallen,1.0,2022.0,5.0,13.0,2128.0,9.0,367814306.0,37.0,88.0,9.0,0.0,14.0,120.0,A,Major,73.0,64.0,85.0,25.0,0.0,61.0,3.0
128,Malas Decisiones,Kenia OS,1.0,2022.0,10.0,26.0,542.0,2.0,156214700.0,23.0,2.0,21.0,0.0,0.0,110.0,G#,Minor,81.0,64.0,79.0,5.0,0.0,31.0,3.0
129,Murder In My Mind,Kordhell,1.0,2022.0,1.0,21.0,2459.0,20.0,448843705.0,20.0,68.0,50.0,0.0,22.0,120.0,A#,Major,71.0,57.0,97.0,1.0,0.0,13.0,11.0
130,I Love You So,The Walters,1.0,2014.0,11.0,28.0,7536.0,7.0,972164968.0,44.0,19.0,135.0,0.0,6.0,76.0,A#,Major,58.0,46.0,67.0,65.0,0.0,13.0,4.0
131,Dark Red,Steve Lacy,1.0,2017.0,2.0,20.0,10431.0,7.0,920045682.0,71.0,53.0,181.0,0.0,10.0,172.0,F#,Major,60.0,77.0,78.0,45.0,0.0,12.0,6.0
132,Heart To Heart,Mac DeMarco,1.0,2019.0,5.0,10.0,1640.0,0.0,244658767.0,27.0,27.0,29.0,1.0,1.0,150.0,G#,Minor,90.0,64.0,14.0,67.0,35.0,11.0,10.0
133,Peaches (from The Super Mario Bros. Movie),Jack Black,1.0,2023.0,4.0,7.0,34.0,0.0,68216992.0,0.0,0.0,0.0,0.0,0.0,92.0,A#,Minor,71.0,41.0,31.0,79.0,0.0,10.0,5.0
134,One Thing At A Time,Morgan Wallen,1.0,2022.0,12.0,2.0,811.0,4.0,148469433.0,11.0,58.0,5.0,0.0,21.0,142.0,G,Major,61.0,92.0,91.0,0.0,0.0,26.0,3.0
135,AinÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½t Tha,Morgan Wallen,1.0,2023.0,3.0,3.0,356.0,4.0,88791109.0,4.0,20.0,0.0,0.0,0.0,121.0,F#,Minor,64.0,67.0,80.0,0.0,0.0,36.0,3.0
136,ThinkinÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½ B,Morgan Wallen,1.0,2023.0,3.0,3.0,604.0,6.0,125917280.0,22.0,101.0,0.0,0.0,66.0,140.0,D#,Minor,66.0,43.0,76.0,49.0,0.0,12.0,3.0
137,Everything I Love,Morgan Wallen,1.0,2023.0,1.0,31.0,579.0,0.0,95623148.0,11.0,54.0,0.0,0.0,103.0,104.0,G#,Major,56.0,72.0,85.0,0.0,0.0,15.0,3.0
138,Heaven,Niall Horan,1.0,2023.0,2.0,17.0,1553.0,2.0,144584800.0,61.0,6.0,48.0,0.0,150.0,92.0,F,Major,57.0,68.0,76.0,7.0,0.0,33.0,3.0
139,LET GO,Central Cee,1.0,2022.0,12.0,15.0,2301.0,20.0,298063749.0,49.0,23.0,110.0,0.0,8.0,146.0,D,Minor,74.0,51.0,45.0,86.0,0.0,21.0,38.0
140,Sial,Mahalini,1.0,2023.0,1.0,23.0,134.0,4.0,166570053.0,4.0,6.0,0.0,0.0,23.0,120.0,D,Major,56.0,20.0,43.0,89.0,0.0,12.0,4.0
141,I Wrote The Book,Morgan Wallen,1.0,2023.0,1.0,31.0,430.0,0.0,83021468.0,15.0,17.0,0.0,0.0,0.0,144.0,D,Major,68.0,83.0,81.0,9.0,0.0,8.0,4.0
142,SPIT IN MY FACE!,ThxSoMch,1.0,2022.0,10.0,31.0,629.0,14.0,303216294.0,32.0,3.0,9.0,0.0,0.0,94.0,G#,Major,73.0,65.0,79.0,5.0,2.0,11.0,6.0
143,Red Ruby Da Sleeze,Nicki Minaj,1.0,2023.0,3.0,3.0,1168.0,0.0,81419389.0,45.0,11.0,20.0,0.0,21.0,98.0,C#,Major,70.0,29.0,73.0,12.0,0.0,11.0,26.0
144,Kahani Suno 2.0,Kaifi Khalil,1.0,2022.0,5.0,31.0,162.0,6.0,156777415.0,1.0,10.0,1.0,0.0,1.0,140.0,B,Major,58.0,26.0,38.0,91.0,0.0,10.0,4.0
145,Nobody Gets Me,SZA,1.0,2022.0,12.0,9.0,2536.0,6.0,284908316.0,59.0,100.0,58.0,13.0,2.0,100.0,G,Major,36.0,28.0,28.0,81.0,0.0,18.0,3.0
146,Hype Boy,NewJeans,1.0,2022.0,8.0,1.0,892.0,17.0,363472647.0,20.0,119.0,12.0,2.0,7.0,100.0,E,Minor,59.0,78.0,94.0,27.0,0.0,29.0,23.0
147,Bloody Mary,Lady Gaga,1.0,2011.0,1.0,1.0,3909.0,0.0,372476382.0,66.0,26.0,277.0,3.0,734.0,100.0,A,Minor,59.0,49.0,65.0,2.0,0.0,13.0,3.0
148,Ã½Ã½Ã½98 Braves,Morgan Wallen,1.0,2023.0,3.0,3.0,282.0,0.0,56533272.0,6.0,15.0,0.0,0.0,0.0,142.0,D,Major,49.0,48.0,67.0,10.0,0.0,26.0,3.0
149,WANDA,Quevedo,1.0,2023.0,1.0,20.0,888.0,22.0,175399345.0,11.0,24.0,7.0,1.0,7.0,176.0,E,Minor,72.0,96.0,63.0,25.0,0.0,21.0,7.0
150,Thought You Should Know,Morgan Wallen,1.0,2022.0,5.0,6.0,968.0,4.0,203221468.0,16.0,53.0,1.0,0.0,61.0,140.0,F#,Major,53.0,51.0,70.0,49.0,0.0,14.0,3.0
151,Zona De Perigo,Leo Santana,1.0,2022.0,12.0,8.0,531.0,4.0,134294498.0,20.0,1.0,71.0,2.0,0.0,135.0,F,Major,81.0,97.0,77.0,75.0,0.0,35.0,3.0
152,Lovezinho,Treyce,1.0,2022.0,7.0,28.0,242.0,0.0,70069745.0,12.0,2.0,13.0,0.0,4.0,128.0,E,Minor,82.0,61.0,59.0,30.0,0.0,12.0,4.0
153,Neverita,Bad Bunny,1.0,2022.0,5.0,6.0,2590.0,30.0,671365962.0,20.0,64.0,35.0,6.0,0.0,122.0,A#,Major,88.0,43.0,50.0,7.0,0.0,14.0,5.0
154,Revenge,XXXTENTACION,1.0,2017.0,8.0,25.0,3600.0,11.0,1022258230.0,7.0,0.0,203.0,0.0,2.0,140.0,B,Minor,75.0,18.0,25.0,78.0,0.0,11.0,26.0
155,Love Again,The Kid Laroi,1.0,2023.0,1.0,27.0,1283.0,0.0,147538971.0,57.0,4.0,48.0,0.0,0.0,107.0,B,Minor,66.0,47.0,40.0,72.0,0.0,11.0,3.0
156,After Hours,The Weeknd,1.0,2020.0,2.0,19.0,8084.0,6.0,698086140.0,45.0,115.0,218.0,1.0,221.0,109.0,F,Minor,66.0,16.0,57.0,10.0,1.0,12.0,3.0
157,About Damn Time,Lizzo,1.0,2022.0,7.0,15.0,2332.0,2.0,723894473.0,0.0,0.0,25.0,0.0,0.0,109.0,A#,Minor,84.0,72.0,74.0,10.0,0.0,34.0,7.0
158,Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½,Fujii Kaze,1.0,2020.0,5.0,20.0,685.0,14.0,403097450.0,24.0,94.0,9.0,0.0,23.0,158.0,F#,Minor,60.0,52.0,76.0,17.0,0.0,19.0,5.0
159,Maan Meri Jaan,King,1.0,2022.0,10.0,12.0,288.0,6.0,319566866.0,11.0,80.0,1.0,0.0,8.0,96.0,F#,Minor,70.0,40.0,51.0,35.0,0.0,10.0,4.0
160,Moscow Mule,Bad Bunny,1.0,2022.0,5.0,6.0,4572.0,33.0,909001996.0,74.0,113.0,85.0,9.0,2.0,100.0,F,Minor,80.0,29.0,67.0,29.0,0.0,12.0,3.0
161,LLYLM,ROSALÃ¯Â¿Â½,1.0,2023.0,1.0,27.0,1838.0,0.0,124988687.0,105.0,41.0,114.0,1.0,59.0,170.0,F#,Minor,56.0,56.0,63.0,13.0,0.0,19.0,27.0
162,TRUSTFALL,P!nk,1.0,2023.0,1.0,27.0,2098.0,16.0,134255790.0,88.0,24.0,101.0,7.0,451.0,122.0,G#,Major,64.0,25.0,89.0,0.0,0.0,15.0,9.0
163,ANTIFRAGILE,LE SSERAFIM,1.0,2022.0,10.0,17.0,761.0,12.0,301051721.0,23.0,95.0,11.0,0.0,3.0,105.0,A#,Minor,88.0,82.0,80.0,8.0,0.0,11.0,8.0
164,Boy's a liar,PinkPantheress,1.0,2022.0,11.0,30.0,1225.0,0.0,156338624.0,27.0,0.0,28.0,13.0,0.0,133.0,F,Major,66.0,74.0,84.0,25.0,0.0,21.0,4.0
165,Shirt,SZA,1.0,2022.0,10.0,28.0,3469.0,0.0,309653982.0,71.0,95.0,31.0,0.0,2.0,120.0,D#,Minor,82.0,55.0,45.0,15.0,3.0,9.0,10.0
166,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1.0,2022.0,10.0,28.0,3311.0,0.0,297328960.0,129.0,31.0,212.0,1.0,41.0,177.0,A,Major,25.0,17.0,30.0,90.0,0.0,13.0,3.0
167,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1.0,2022.0,9.0,22.0,2616.0,0.0,332506354.0,113.0,17.0,208.0,0.0,192.0,142.0,D,Minor,64.0,31.0,72.0,15.0,0.0,9.0,5.0
168,TV,Billie Eilish,1.0,2022.0,7.0,21.0,3009.0,2.0,338564981.0,68.0,89.0,65.0,0.0,25.0,141.0,E,Minor,41.0,9.0,25.0,84.0,1.0,14.0,4.0
169,Heather,Conan Gray,1.0,2020.0,3.0,20.0,6170.0,7.0,1301799902.0,82.0,1.0,231.0,0.0,2.0,92.0,F,Major,47.0,25.0,43.0,62.0,0.0,32.0,3.0
170,Sugar Rush Ride,TOMORROW X TOGETHER,1.0,2023.0,1.0,27.0,359.0,0.0,107642809.0,12.0,56.0,13.0,0.0,13.0,125.0,A#,Minor,71.0,83.0,89.0,1.0,0.0,17.0,9.0
171,After Dark,Mr.Kitty,1.0,2014.0,8.0,8.0,1776.0,14.0,646886885.0,1.0,9.0,3.0,0.0,0.0,140.0,G#,Major,58.0,4.0,60.0,7.0,41.0,8.0,3.0
172,MIDDLE OF THE NIGHT,Elley DuhÃ¯Â¿,1.0,2020.0,1.0,10.0,4057.0,8.0,872137015.0,78.0,21.0,240.0,1.0,52.0,186.0,E,Minor,41.0,9.0,61.0,2.0,0.0,12.0,5.0
173,Atlantis,Seafret,1.0,2015.0,4.0,22.0,3045.0,6.0,571386359.0,43.0,53.0,134.0,1.0,32.0,166.0,G#,Minor,40.0,23.0,48.0,5.0,0.0,12.0,3.0
174,How Do I Say Goodbye,Dean Lewis,1.0,2022.0,8.0,5.0,2163.0,15.0,284785823.0,72.0,97.0,58.0,0.0,154.0,82.0,G#,Major,40.0,39.0,64.0,21.0,0.0,7.0,7.0
175,Blind,SZA,1.0,2022.0,12.0,9.0,1484.0,0.0,163284000.0,22.0,51.0,12.0,0.0,0.0,114.0,A,Minor,46.0,60.0,28.0,91.0,0.0,21.0,4.0
176,Die For You,Joji,1.0,2022.0,11.0,4.0,1703.0,0.0,246390068.0,38.0,45.0,36.0,16.0,0.0,148.0,G#,Major,47.0,15.0,52.0,38.0,13.0,29.0,5.0
177,Doja,Central Cee,1.0,2022.0,7.0,20.0,4169.0,44.0,482257456.0,57.0,44.0,183.0,1.0,11.0,140.0,F#,Major,91.0,97.0,57.0,38.0,0.0,40.0,29.0
178,Gatita,Bellakath,1.0,2022.0,10.0,3.0,1054.0,0.0,168684524.0,9.0,0.0,15.0,0.0,1.0,101.0,G,Major,90.0,76.0,81.0,15.0,24.0,33.0,6.0
179,Yonaguni,Bad Bunny,1.0,2021.0,6.0,4.0,9644.0,28.0,1260594497.0,120.0,86.0,164.0,4.0,0.0,180.0,C#,Major,64.0,44.0,65.0,28.0,0.0,14.0,12.0
180,Super Freaky Girl,Nicki Minaj,1.0,2022.0,8.0,12.0,4827.0,0.0,428685680.0,104.0,17.0,76.0,9.0,2.0,133.0,D,Major,95.0,91.0,89.0,6.0,0.0,31.0,24.0
181,Running Up That Hill (A Deal With God),Kate Bush,1.0,1985.0,9.0,16.0,21811.0,0.0,1024858327.0,117.0,1.0,676.0,3.0,0.0,108.0,A#,Minor,63.0,20.0,55.0,72.0,0.0,6.0,6.0
182,Dream On,Aerosmith,1.0,1973.0,1.0,5.0,168.0,0.0,838586769.0,0.0,0.0,5.0,0.0,0.0,80.0,F,Minor,39.0,24.0,43.0,39.0,0.0,23.0,3.0
183,Limbo,Freddie Dredd,1.0,2022.0,8.0,11.0,688.0,0.0,199386237.0,14.0,1.0,17.0,0.0,2.0,75.0,B,Minor,80.0,46.0,62.0,3.0,6.0,11.0,46.0
184,KICK BACK,Kenshi Yonezu,1.0,2022.0,10.0,12.0,574.0,4.0,210038833.0,38.0,101.0,26.0,0.0,0.0,102.0,C#,Major,58.0,29.0,94.0,0.0,0.0,9.0,11.0
185,Evergreen (You DidnÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½t Deserve Me A,Omar Apollo,1.0,2022.0,4.0,8.0,2499.0,0.0,227918678.0,70.0,0.0,49.0,0.0,0.0,82.0,A,Major,70.0,31.0,34.0,60.0,1.0,11.0,4.0
186,Good Days,SZA,1.0,2020.0,12.0,24.0,10426.0,2.0,826623384.0,133.0,109.0,182.0,1.0,10.0,121.0,C#,Minor,46.0,53.0,78.0,23.0,0.0,72.0,6.0
187,Shut up My Moms Calling - (Sped Up),Hotel Ugly,1.0,2022.0,9.0,14.0,713.0,7.0,181831132.0,2.0,4.0,6.0,0.0,0.0,85.0,F,Minor,65.0,36.0,47.0,31.0,0.0,12.0,10.0
188,It's Beginning To Look A Lot Like Christmas,Michael BublÃ¯Â¿,1.0,2011.0,10.0,14.0,12353.0,0.0,807561936.0,35.0,0.0,549.0,0.0,0.0,93.0,E,Major,35.0,38.0,23.0,91.0,0.0,29.0,3.0
189,It's the Most Wonderful Time of the Year,Andy Williams,1.0,1963.0,10.0,14.0,8879.0,0.0,663832097.0,182.0,107.0,160.0,0.0,1.0,202.0,G,Major,24.0,76.0,60.0,77.0,0.0,12.0,4.0
190,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1.0,1959.0,11.0,16.0,6512.0,0.0,446390129.0,88.0,1.0,277.0,0.0,0.0,134.0,C#,Major,45.0,72.0,24.0,91.0,0.0,18.0,4.0
191,Underneath the Tree,Kelly Clarkson,1.0,2013.0,10.0,25.0,6596.0,0.0,485285717.0,144.0,99.0,251.0,0.0,0.0,160.0,G#,Major,51.0,69.0,81.0,0.0,0.0,21.0,5.0
192,Feliz Navidad,JosÃ¯Â¿Â½Ã¯Â¿Â½ Felic,1.0,1970.0,11.0,1.0,3788.0,0.0,520034544.0,21.0,3.0,10.0,0.0,0.0,148.0,D,Major,50.0,96.0,82.0,47.0,0.0,34.0,4.0
193,Holly Jolly Christmas,Michael BublÃ¯Â¿,1.0,2011.0,10.0,14.0,7655.0,0.0,476244795.0,5.0,0.0,291.0,0.0,0.0,151.0,G,Major,65.0,70.0,47.0,87.0,0.0,9.0,4.0
194,Mistletoe,Justin Bieber,1.0,2011.0,1.0,1.0,9577.0,0.0,629173063.0,195.0,111.0,310.0,0.0,0.0,162.0,F#,Minor,67.0,88.0,54.0,51.0,0.0,9.0,4.0
195,Sleigh Ride,The Ronettes,1.0,1963.0,11.0,22.0,10114.0,0.0,404664135.0,114.0,74.0,262.0,0.0,0.0,92.0,D,Major,53.0,84.0,77.0,40.0,0.0,32.0,3.0
196,Seek & Destroy,SZA,1.0,2022.0,12.0,9.0,1007.0,0.0,98709329.0,5.0,31.0,1.0,0.0,0.0,152.0,C#,Major,65.0,35.0,65.0,44.0,18.0,21.0,7.0
197,Love Language,SZA,1.0,2022.0,12.0,9.0,1127.0,0.0,110849052.0,16.0,63.0,8.0,0.0,0.0,65.0,A,Minor,71.0,55.0,26.0,85.0,0.0,13.0,8.0
198,The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1.0,1946.0,11.0,1.0,11500.0,0.0,389771964.0,140.0,72.0,251.0,0.0,0.0,139.0,C#,Major,36.0,22.0,15.0,84.0,0.0,11.0,4.0
199,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1.0,1979.0,11.0,16.0,1685.0,0.0,403939487.0,1.0,0.0,29.0,0.0,0.0,95.0,B,Major,75.0,74.0,58.0,36.0,0.0,9.0,3.0
200,Merry Christmas Everyone,Shakin' Stevens,1.0,1984.0,1.0,1.0,1087.0,0.0,351636786.0,90.0,35.0,5.0,0.0,0.0,101.0,C#,Minor,72.0,91.0,87.0,14.0,0.0,13.0,3.0
201,SOS,SZA,1.0,2022.0,12.0,9.0,827.0,0.0,73981293.0,6.0,18.0,1.0,0.0,0.0,119.0,G,Minor,51.0,51.0,66.0,67.0,0.0,9.0,23.0
202,Driving Home for Christmas - 2019 Remaster,Chris Rea,1.0,1986.0,1.0,1.0,888.0,0.0,429504768.0,50.0,0.0,6.0,0.0,0.0,180.0,A,Major,51.0,87.0,58.0,36.0,0.0,18.0,4.0
203,Christmas (Baby Please Come Home),Darlene Love,1.0,1963.0,11.0,22.0,9122.0,0.0,242767149.0,121.0,58.0,212.0,0.0,0.0,126.0,D#,Major,34.0,35.0,76.0,39.0,0.0,8.0,5.0
204,Gone Girl,SZA,1.0,2022.0,12.0,9.0,892.0,0.0,65362788.0,3.0,17.0,2.0,0.0,0.0,150.0,F,Major,43.0,42.0,44.0,57.0,0.0,15.0,6.0
205,F2F,SZA,1.0,2022.0,12.0,9.0,989.0,0.0,67540165.0,5.0,9.0,1.0,0.0,0.0,90.0,D,Major,53.0,47.0,74.0,9.0,0.0,34.0,4.0
206,Notice Me,SZA,1.0,2022.0,12.0,9.0,819.0,0.0,62019074.0,14.0,22.0,0.0,0.0,0.0,160.0,F,Major,72.0,78.0,68.0,28.0,0.0,11.0,12.0
207,Wild Flower (with youjeen),RM,1.0,2022.0,12.0,2.0,353.0,2.0,135611421.0,2.0,74.0,14.0,0.0,2.0,155.0,G#,Major,49.0,42.0,77.0,3.0,0.0,12.0,9.0
208,I Hate U,SZA,1.0,2021.0,12.0,3.0,4094.0,0.0,356709897.0,66.0,96.0,43.0,0.0,0.0,107.0,G,Minor,54.0,41.0,39.0,51.0,0.0,11.0,16.0
209,SPIT IN MY FACE!,ThxSoMch,1.0,2022.0,10.0,31.0,573.0,0.0,301869854.0,1.0,0.0,18.0,0.0,24.0,166.0,C#,Major,70.0,57.0,57.0,9.0,20.0,11.0,7.0
210,Deck The Hall - Remastered 1999,Nat King Cole,1.0,1959.0,1.0,1.0,3299.0,0.0,127027715.0,65.0,39.0,41.0,0.0,0.0,107.0,F#,Minor,69.0,96.0,36.0,81.0,0.0,8.0,4.0
211,Smoking on my Ex Pack,SZA,1.0,2022.0,12.0,9.0,811.0,0.0,57144458.0,6.0,11.0,3.0,0.0,0.0,81.0,G#,Major,47.0,33.0,68.0,24.0,0.0,22.0,38.0
212,Conceited,SZA,1.0,2022.0,12.0,9.0,899.0,0.0,56870689.0,2.0,14.0,2.0,0.0,0.0,150.0,C#,Major,79.0,77.0,46.0,5.0,0.0,11.0,7.0
213,Maroon,Taylor Swift,1.0,2022.0,10.0,21.0,2304.0,0.0,317726339.0,12.0,16.0,14.0,0.0,0.0,108.0,G,Major,64.0,4.0,40.0,6.0,0.0,10.0,6.0
214,Bejeweled,Taylor Swift,1.0,2022.0,10.0,21.0,2699.0,0.0,328207708.0,39.0,35.0,22.0,2.0,0.0,164.0,G,Major,70.0,39.0,56.0,6.0,0.0,9.0,7.0
215,Too Late,SZA,1.0,2022.0,12.0,8.0,714.0,0.0,49262961.0,0.0,9.0,2.0,0.0,0.0,128.0,B,Major,45.0,35.0,68.0,78.0,0.0,39.0,8.0
216,Run Rudolph Run - Single Version,Chuck Berry,1.0,1958.0,1.0,1.0,8612.0,0.0,245350949.0,120.0,30.0,52.0,0.0,1.0,152.0,G,Minor,69.0,94.0,71.0,79.0,0.0,7.0,8.0
217,Jingle Bells - Remastered 1999,Frank Sinatra,1.0,1957.0,1.0,1.0,4326.0,0.0,178660459.0,32.0,3.0,65.0,0.0,0.0,175.0,G#,Major,51.0,94.0,34.0,73.0,0.0,10.0,5.0
218,Far,SZA,1.0,2022.0,12.0,9.0,680.0,0.0,51641685.0,2.0,15.0,1.0,0.0,0.0,116.0,D,Major,61.0,48.0,55.0,67.0,0.0,16.0,8.0
219,Is There Someone Else?,The Weeknd,1.0,2022.0,1.0,7.0,2881.0,6.0,391251368.0,13.0,89.0,34.0,0.0,3.0,135.0,A,Minor,70.0,60.0,58.0,4.0,0.0,16.0,3.0
220,How Do I Make You Love Me?,The Weeknd,1.0,2022.0,1.0,7.0,1915.0,0.0,119238316.0,7.0,47.0,15.0,0.0,0.0,121.0,G,Minor,80.0,62.0,51.0,2.0,0.0,9.0,8.0
221,Gasoline,The Weeknd,1.0,2022.0,1.0,7.0,2297.0,0.0,116903579.0,11.0,29.0,14.0,0.0,0.0,123.0,F#,Minor,74.0,35.0,73.0,0.0,0.0,21.0,5.0
222,Infinity,Jaymes Young,1.0,2017.0,6.0,23.0,4375.0,0.0,888046992.0,24.0,0.0,396.0,0.0,0.0,122.0,B,Minor,67.0,50.0,67.0,15.0,0.0,30.0,4.0
223,Take My Breath,The Weeknd,1.0,2021.0,8.0,6.0,2597.0,0.0,130655803.0,17.0,80.0,38.0,0.0,0.0,121.0,A#,Minor,70.0,35.0,77.0,1.0,0.0,26.0,4.0
224,Best Friends,The Weeknd,1.0,2022.0,1.0,7.0,1292.0,0.0,101114984.0,3.0,18.0,14.0,0.0,0.0,87.0,E,Minor,49.0,49.0,59.0,44.0,0.0,35.0,21.0
225,Dawn FM,The Weeknd,1.0,2022.0,1.0,7.0,811.0,0.0,53933526.0,1.0,8.0,6.0,0.0,0.0,78.0,A,Minor,27.0,10.0,49.0,62.0,0.0,49.0,5.0
226,Surface Pressure,Jessica Darrow,1.0,2021.0,11.0,19.0,1756.0,0.0,267758538.0,38.0,48.0,20.0,0.0,0.0,180.0,D,Major,65.0,37.0,58.0,2.0,0.0,4.0,31.0
227,Starry Eyes,The Weeknd,1.0,2022.0,1.0,7.0,1014.0,0.0,74601456.0,1.0,17.0,11.0,0.0,0.0,86.0,A,Minor,28.0,13.0,41.0,50.0,0.0,19.0,3.0
228,THATS WHAT I WANT,Lil Nas X,1.0,2021.0,9.0,17.0,7963.0,0.0,920797189.0,173.0,7.0,298.0,0.0,4.0,88.0,C#,Minor,74.0,55.0,85.0,1.0,0.0,5.0,22.0
229,Beggin,MÃ¯Â¿Â½Ã¯Â¿Â½ne,1.0,2017.0,12.0,8.0,8559.0,0.0,1367810478.0,183.0,64.0,964.0,9.0,75.0,134.0,B,Minor,71.0,59.0,80.0,13.0,0.0,36.0,5.0
230,DonÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½t Break My,The Weeknd,1.0,2022.0,1.0,7.0,1184.0,0.0,63803529.0,1.0,5.0,6.0,0.0,0.0,122.0,A#,Major,77.0,25.0,62.0,34.0,0.0,23.0,3.0
231,Oh My God,Adele,1.0,2021.0,11.0,19.0,4431.0,0.0,466214729.0,105.0,7.0,199.0,0.0,0.0,88.0,C#,Major,53.0,55.0,73.0,9.0,0.0,3.0,5.0
232,A Tale By Quincy,The Weeknd,1.0,2022.0,1.0,7.0,733.0,0.0,41924466.0,0.0,2.0,2.0,0.0,0.0,94.0,F,Minor,46.0,55.0,50.0,71.0,0.0,10.0,11.0
233,I AM WOMAN,Emmy Meli,1.0,2021.0,11.0,18.0,2795.0,0.0,225259194.0,45.0,0.0,107.0,0.0,0.0,170.0,A#,Major,65.0,46.0,47.0,12.0,0.0,13.0,16.0
234,It'll Be Okay,Shawn Mendes,1.0,2021.0,12.0,1.0,1950.0,0.0,287201015.0,56.0,8.0,104.0,0.0,10.0,78.0,G,Major,40.0,7.0,29.0,62.0,0.0,9.0,3.0
235,Softcore,The Neighbourhood,1.0,2018.0,3.0,9.0,3947.0,12.0,599770206.0,33.0,102.0,93.0,0.0,30.0,94.0,D,Major,57.0,36.0,58.0,5.0,0.0,15.0,3.0
236,Super Gremlin,Kodak Black,1.0,2021.0,10.0,30.0,2551.0,0.0,342779426.0,52.0,15.0,35.0,0.0,1.0,73.0,D,Major,83.0,11.0,41.0,0.0,0.0,36.0,14.0
237,Todo De Ti,Rauw Alejandro,1.0,2020.0,11.0,2.0,11975.0,8.0,1168642797.0,188.0,75.0,268.0,6.0,16.0,128.0,D#,Minor,81.0,57.0,63.0,40.0,1.0,10.0,4.0
238,Tacones Rojos,Sebastian Yatra,1.0,2021.0,10.0,22.0,3047.0,9.0,510876816.0,77.0,31.0,85.0,5.0,28.0,123.0,B,Minor,75.0,93.0,86.0,8.0,0.0,14.0,3.0
239,LÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿,Stromae,1.0,2022.0,1.0,9.0,2035.0,0.0,108809090.0,41.0,122.0,394.0,0.0,2.0,88.0,D,Minor,56.0,58.0,55.0,35.0,0.0,23.0,11.0
240,Butter,BTS,1.0,2021.0,5.0,21.0,4779.0,6.0,1143647827.0,180.0,135.0,223.0,0.0,5.0,110.0,G#,Major,79.0,70.0,36.0,0.0,0.0,6.0,11.0
241,deja vu,Olivia Rodrigo,1.0,2021.0,4.0,1.0,7545.0,4.0,1256880657.0,117.0,39.0,141.0,0.0,46.0,181.0,A,Major,44.0,22.0,60.0,61.0,0.0,42.0,9.0
242,TO THE MOON,Jnr Choi,1.0,2021.0,11.0,5.0,2979.0,0.0,245095641.0,44.0,0.0,159.0,0.0,0.0,144.0,D,Major,74.0,39.0,65.0,5.0,1.0,11.0,35.0
243,Phantom Regret by Jim,The Weeknd,1.0,2022.0,1.0,7.0,768.0,0.0,31959571.0,1.0,1.0,3.0,0.0,0.0,108.0,A,Minor,46.0,23.0,48.0,75.0,30.0,14.0,4.0
244,Freaks,Surf Curse,1.0,2015.0,5.0,10.0,3006.0,3.0,824420218.0,23.0,21.0,121.0,0.0,13.0,180.0,A,Major,35.0,41.0,94.0,0.0,63.0,5.0,5.0
245,Acapulco,Jason Derulo,1.0,2021.0,9.0,1.0,3098.0,0.0,363467642.0,111.0,5.0,182.0,1.0,0.0,122.0,A#,Major,77.0,51.0,79.0,5.0,0.0,16.0,5.0
246,Daddy Issues,The Neighbourhood,1.0,2015.0,10.0,30.0,9771.0,4.0,1127468248.0,42.0,70.0,384.0,0.0,3.0,85.0,A#,Major,59.0,33.0,52.0,7.0,15.0,12.0,3.0
